promptcategory,timecategory,imperative,temporalvalue,daytimevalue,place,prompt,difficulty,prompttemplate,expectedValue
Seasonality,Month,Produce,january,,mountains,Produce a photorealistic image of mountains in europe in january ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Month,Produce,february,,mountains,Produce a photorealistic image of mountains in europe in february ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Month,Produce,march,,mountains,Produce a photorealistic image of mountains in europe in march ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Produce,april,,mountains,Produce a photorealistic image of mountains in europe in april ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Produce,may,,mountains,Produce a photorealistic image of mountains in europe in may ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Month,Produce,june,,mountains,Produce a photorealistic image of mountains in europe in june ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Produce,july,,mountains,Produce a photorealistic image of mountains in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Produce,august,,mountains,Produce a photorealistic image of mountains in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Produce,september,,mountains,Produce a photorealistic image of mountains in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Month,Produce,november,,mountains,Produce a photorealistic image of mountains in europe in november ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Month,Produce,december,,mountains,Produce a photorealistic image of mountains in europe in december ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Season,Produce,spring,,mountains,Produce a photorealistic image of mountains in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Season,Produce,summer,,mountains,Produce a photorealistic image of mountains in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Season,Produce,fall,,mountains,Produce a photorealistic image of mountains in europe in fall ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Season,Produce,winter,,mountains,Produce a photorealistic image of mountains in europe in winter ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/21/1707,,mountains,Produce a photorealistic image of mountains in europe on 01/21/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/14/1753,,mountains,Produce a photorealistic image of mountains in europe on 01/14/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/08/1707,,mountains,Produce a photorealistic image of mountains in europe on 02/08/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/21/1797,,mountains,Produce a photorealistic image of mountains in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,03/01/1742,,mountains,Produce a photorealistic image of mountains in europe on 03/01/1742 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,03/05/1796,,mountains,Produce a photorealistic image of mountains in europe on 03/05/1796 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/16/1712,,mountains,Produce a photorealistic image of mountains in europe on 04/16/1712 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/03/1785,,mountains,Produce a photorealistic image of mountains in europe on 04/03/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/29/1713,,mountains,Produce a photorealistic image of mountains in europe on 05/29/1713 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/10/1757,,mountains,Produce a photorealistic image of mountains in europe on 05/10/1757 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,06/02/1711,,mountains,Produce a photorealistic image of mountains in europe on 06/02/1711 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,06/10/1753,,mountains,Produce a photorealistic image of mountains in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/17/1746,,mountains,Produce a photorealistic image of mountains in europe on 07/17/1746 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/15/1785,,mountains,Produce a photorealistic image of mountains in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/25/1720,,mountains,Produce a photorealistic image of mountains in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/22/1773,,mountains,Produce a photorealistic image of mountains in europe on 08/22/1773 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,09/06/1728,,mountains,Produce a photorealistic image of mountains in europe on 09/06/1728 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,09/25/1799,,mountains,Produce a photorealistic image of mountains in europe on 09/25/1799 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/27/1745,,mountains,Produce a photorealistic image of mountains in europe on 10/27/1745 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/21/1767,,mountains,Produce a photorealistic image of mountains in europe on 10/21/1767 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/11/1744,,mountains,Produce a photorealistic image of mountains in europe on 11/11/1744 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/29/1781,,mountains,Produce a photorealistic image of mountains in europe on 11/29/1781 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,12/02/1731,,mountains,Produce a photorealistic image of mountains in europe on 12/02/1731 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,12/10/1760,,mountains,Produce a photorealistic image of mountains in europe on 12/10/1760 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/26/1811,,mountains,Produce a photorealistic image of mountains in europe on 01/26/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
